Statement,Label,Party_Affiliation,Subjects
"Says that when Congressman (Steve) Cohen took office in 2007, the unemployment rate was at 4.8 percent. The unemployment rate in Shelby County has reached 9.7 percent.",FALSE,democrat,"government-efficiency,job-accomplishments,message-machine-2012,campaign-advertising"
Hispanic students in Florida perform the best of any Hispanic population in the United States.,TRUE,democrat,"guns,legal-issues,voting-record"
"Says President Obama has grown the federal government payroll by 141,000 workers and wants to add 125,000 more.",TRUE,republican,immigration
"In Florida, when Jeb Bush was governor, state authorities conducted a deeply flawed purge of voters before the presidential election in 2000 and in2004 a plan to purge even more voters was headed off.",TRUE,none,"corrections-and-updates,health-care,polls,pundits"
Says that Sen. Sherrod Brown is out there egging on a lot of these protesters who are spitting on policemen and going to the bathroom on policemens cars at these protests on Wall Street and other places.,FALSE,republican,"foreign-policy,military,terrorism"
"President Obama pledged to go through the budget 'line by line,' but on his watch, non-defense spending has spiraled out of control, increasing by 67 percent in the last year alone.",FALSE,republican,abortion
Says Chuck Hagels nomination as defense secretary has been publicly celebrated by the Iranian government.,FALSE,republican,iraq
The Koch brothers are one of the biggest polluters in the country.,TRUE,republican,"health-care,medicare,new-hampshire-2012"
Says Texas is the only state that exempts jet fuel from its state motor fuels tax.,FALSE,organization,"education,unions"
Says the Austin City Council may give $4 million a year to subsidize a race track.,TRUE,columnist,"congress,government-regulation,health-care,history,supreme-court"
Says A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.,TRUE,democrat,education
ObamaCare will use your tax dollars to provide free Viagra to convicted rapists and registered sex offenders.,TRUE,democrat,trade
Says Sen. Kay Bailey Hutchison took 154 private flights all funded by taxpayers though commercial flights were readily available at a fraction of the cost.,TRUE,republican,"florida,health-care,medicaid"
"From a standpoint of the county government, neither school system has received an increase in funding over the past six years.",TRUE,republican,jobs
On reconciliation,FALSE,republican,"diversity,education"
Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.,TRUE,republican,"federal-budget,jobs"
Virginias current unemployment rate is the lowest in Virginia history.,FALSE,democrat,"diversity,elections"
Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.,TRUE,republican,"civil-rights,economy"
"In Providence, R.I., its illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.",FALSE,republican,"federal-budget,stimulus"
Trenton politicians cut $1.3 billion from education.,TRUE,republican,"foreign-policy,military"
The United States gives $8 million a day to Israel and gives that country a blank check.,TRUE,democrat,environment
"A new Colorado law literally allows residents to print ballots from their home computers, then encourages them to turn ballots over to collectors.",FALSE,democrat,"state-budget,state-finances,taxes"
"Georgia has lost more than 124,000 jobs and the unemployment rate has increased since the stimulus passed",TRUE,democrat,"city-budget,city-government,elections,taxes"
"Says state Rep. Patrick Rose votes 90 percent with liberals, backed the states largest tax increase, proposed nearly $15 billion in government spending and supported Obama-style government-run health care system for Texas.",FALSE,democrat,"county-government,public-health,taxes"
"During the Eisenhower Administration, not a single soldier died in combat.",FALSE,republican,health-care
There is no planned air-conditioned restaurant out on the Lens.,TRUE,republican,ethics
On the Keystone XL pipeline,TRUE,democrat,"county-budget,county-government,education,taxes"
80 percent of North Carolinians are for the living wage,TRUE,democrat,"bipartisanship,health-care,legal-issues"
"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.",FALSE,none,health-care
Says he has supported George Bush more than I have Barack Obama.,FALSE,democrat,"economy,jobs"
"The average fast food worker is 29, and most fast food workers are on some form of public assistance.",TRUE,democrat,"candidates-biography,ethics,legal-issues"
"Says that in the last five years, Texas created more jobs than all other states combined.",TRUE,none,"legal-issues,pop-culture"
"By 2015, we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army.",FALSE,none,"education,state-budget,state-finances"
Not even Tim Kaine is willing to say he trusts Hillary Clinton.,FALSE,none,"federal-budget,israel"
"At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.",TRUE,talk-show-host,elections
Says the U.S. Senate has passed a budget over the last three years called the Budget Control Act.,FALSE,republican,stimulus
Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,FALSE,republican,"candidates-biography,health-care,job-accomplishments,message-machine,state-budget,voting-record"
"Huckabee ""was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings.""",TRUE,none,"foreign-policy,history,military"
Interior deportations under Obama were down 40 percent and at a nine-year low.,TRUE,democrat,"recreation,tourism"
Rick Scott got a majority of the Hispanic vote in Florida.,FALSE,democrat,environment
Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.,TRUE,activist,"economy,income,labor,polls,poverty,small-business"
"In an average grocery store, roughly 75 percent of processed foods contain genetically modified organisms, or GMOs.",TRUE,republican,guns
"Obama would ""experiment with socialism.""",FALSE,democrat,voting-record
A miscarriage is considered an abortion.,TRUE,independent,"jobs,workers"
The Islamic State just built a hotel in Syria.,FALSE,none,"economy,jobs"
"In reality, there have been no problems whatsoever with the Texas voter ID law.",FALSE,republican,"china,deficit,foreign-policy,military"
"An April study found that about 70 percent of ads in this election cycle have been negative [due to SuperPACs], up from only 9 percent through the same period in 2008.",TRUE,republican,candidates-biography
Justice John Roberts Signed Off On Obamas Arrest For Treason.,FALSE,democrat,"health-care,medicare,polls"
All Aboard Florida is receiving millions in Florida taxpayer dollars.,TRUE,democrat,federal-budget
Ninety million Americans either arent working or arent looking for work.,FALSE,republican,"health-care,medicare"
The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.,TRUE,republican,taxes
The federal government has 77 different means-tested social welfare programs.,TRUE,none,immigration
To use money from the TARP fund in the manner that is being discussed by the White House and congressional Democrats would be a violation of the law.,TRUE,republican,"elections,immigration"
